ReviewTitle,ReviewBody,ReviewStar,Product
"Stopped working within a month.
","Stopped working within a month. Very poor quality. Customer care services so very poor .not able to get warranty also.
",1,boAt Rockerz 255
"The Best earphone I ever buy. Guys must go for it
","The Best earphone I ever buy. Guys must go for it. Don't wait or don't think a lot just simply buy it and go for it 😀
",5,boAt Rockerz 255
"Nice product.
","I m loving these. Bass is awesome! Its very comfortable. Sound quality is nice. I git this for 999/- and its worth it.
",4,boAt Rockerz 255
"Best at the price range
","One of the best in ear headphones I have recently used. Definitely recommend.
",5,boAt Rockerz 255
"One earplugs not working
","Dont buy i am very disappointedOne ear plugs stop working automatically
",1,boAt Rockerz 255
"One earplugs not working
","Dont buy i am very disappointedOne ear plugs stop working automatically
",1,boAt Rockerz 255
"Good product at this price
","Good sound quality and great battery backup
",4,boAt Rockerz 255
"Excellent
","Great product. Good sound quality. Njoyed the product
",5,boAt Rockerz 255
"Nice one
","Good one
",5,boAt Rockerz 255
"Good product at good price point
","Good product
",4,boAt Rockerz 255
"Good product from boat
","A good product for this price....
",4,boAt Rockerz 255
"Disappointed
","Purchase few months back but one earpod  is not working now.. disappointed
",1,boAt Rockerz 255
"King
","Nice one
",4,boAt Rockerz 255
"Good
","Good
",3,boAt Rockerz 255
"Stop working with in two weeks
","Not buy this product. It stop working with in two week. Boat service centre not replace or repair my product.
",1,boAt Rockerz 255
"Stopped working in 1 month
","The sound quality & battery is awesome.. but stopped working in 1 month.. now trying to replace in warranty..
",4,boAt Rockerz 255
"Poor
","This product working just only one week after not connecting but sound quality is best but connection is poor
",1,boAt Rockerz 255
"Superb Sound Quality
","Nice Base and vocals. During charging its getting very hot.
",4,boAt Rockerz 255
"Pathetic product
","in three months one side stopped  working. Not worth the money
",2,boAt Rockerz 255
"Good
","As per prize range nice product
",3,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Awesome
","Great sound
",5,boAt Rockerz 255
"Blindly purchase
","I have faced some problem with mic.Overall superb
",5,boAt Rockerz 255
"Superb Bass
","I loved it. Battery life is around 8 to 10 hours of continuous usage.
",5,boAt Rockerz 255
"pain ear
","i used 1hour full pain for ear.. dont purchase this itam.. very bad..
",1,boAt Rockerz 255
"😍😍
","Amazing product, just received  but wires are too long....... Worth 4 money, use it by sticking wires to cord (see pic)
",5,boAt Rockerz 255
"Don't waste your money
","not working properly after 15 days audio music does not working when I connect from my phone
",1,boAt Rockerz 255
"Good quality in cheap price
","Good quality
",5,boAt Rockerz 255
"For Bassheads
","Excellent bass crisp sound clarity drawback is the mic which doesn't pick your voice clearly
",5,boAt Rockerz 255
"Stopped working within one month
","Tested it for one month. One of the ear piece stopped working. Quality is not upto the mark.
",1,boAt Rockerz 255
"Poor
","Battery back up z very poor.Sound quality z jst average.Dun go for fake reviews.
",2,boAt Rockerz 255
"Poor sound quality
","The sound quality is horrible, too basy heavy. Connectivity issues are also quite persistent
",2,boAt Rockerz 255
"Not whorthy
","I have bought it on Jan 23rd but now one side is not working. Don't waste your money
",2,boAt Rockerz 255
"Supar bass
","Supar bassGood bettry backup10m bluetooh rangeAnthig good comfeble
",5,boAt Rockerz 255
"Good
","Good
",5,boAt Rockerz 255
"Bass was awesome
","Super bass but not satisfied with the mice
",5,boAt Rockerz 255
"Sound good
","This product bettry is aftar 80% vary fast defuse.... Sound quality is good.... Bat 10 mtr. Undar this blutooth sound break
",3,boAt Rockerz 255
"Value for money
","Value for money. Sound quality is superb.
",5,boAt Rockerz 255
"Great  product
","Best
",5,boAt Rockerz 255
"One side speaker not working worst experience
","One side left side speaker not working yar pathetic I trust on Amazon but very poor experience yar I want replacement
",1,boAt Rockerz 255
"Bass is very good
","All is best ,bass is very powerful, sound quality is good but it will be best. In this price this is excellent choice
",5,boAt Rockerz 255
"Worth for money
","Good on low volume, but on full volume it is not as expected.If u r not interested in rock music, u can buy it.
",4,boAt Rockerz 255
"Average product...
","Actually I buy this product on jan 30. Now the product will not work properly. One right earphone will not working...
",3,boAt Rockerz 255
"Outstanding
","Wat a ear piece. Music is taken to a new grt level. Outstanding experience. Bass is mind blowing. Depth is grt too...
",5,boAt Rockerz 255
"Good product
","Good sound, bass is decent, however noise cancellation is not that effective, but an overall worth for money product.
",4,boAt Rockerz 255
"Good product
","Good sound, bass is decent, however noise cancellation is not that effective, but an overall worth for money product.
",4,boAt Rockerz 255
"Fake warranty
","They are not accepting the complaint.my headphones get malfunctionend after only a month .this is very disappointing.
",1,boAt Rockerz 255
"Don't wait to much just go for it.
","The Extra Bass, Connect with two device feature. So lite weight you will forgot that you have headphone on your neck.
",5,boAt Rockerz 255
"Battery Life not good.
","overall good for user but Battery Life not good.
",3,boAt Rockerz 255
"One side earphone  is not working
","Don't purchase it because,after one month Right side earphone is not working
",2,boAt Rockerz 255
"Nice product.
","Very good sound and Battery backup is also 8 hours .
",5,boAt Rockerz 255
"Awesome
","Awesome
",5,boAt Rockerz 255
"Great
","Excellent
",5,boAt Rockerz 255
"not preferred
","one side stop working after 5 months
",1,boAt Rockerz 255
"Basshead
","Best only for base lovers
",4,boAt Rockerz 255
"Not duel option
","Not stable in earSound quality is average but cant use out side.Work only for one month then not functional
",1,boAt Rockerz 255
"Good quality
","Quality
",5,boAt Rockerz 255
"Great
","The earphones are excellent only issue is it doesn't fit in ears always comes out after 10 minute.Sound is awesome
",4,boAt Rockerz 255
"keen sound. it's above than my expectation
","efficient cost. classy look. great sound. music is soooo clear and bass effective is great. value for money.
",5,boAt Rockerz 255
"Poor bluetooth range.
","Bluetooth range os very poor... not even 5 meters.... sound quality is verry good and battery life is ok....
",2,boAt Rockerz 255
"Awesome Bluetooth headset in this must buy.
","Superb product with classy look and good build quality.Its overexceed my expectations.never look back.7 out of 5 stars.
",5,boAt Rockerz 255
"Battery life is not good
","Within 1-month of purchase, battery got drained. Not expeced this from brand like boAt. Waste of Money
",1,boAt Rockerz 255
"Good valued product
","Price range
",5,boAt Rockerz 255
"I will give 4 starts out of 5
","This product is good in lowest price .. ..But... Sound quality is good noise cancelation is good but  battery is not good..
",4,boAt Rockerz 255
"Good bass and noice cancellation
","Value for price
",4,boAt Rockerz 255
"Superb sound
","Sound is good
",5,boAt Rockerz 255
"Worth every penny you spend on buying this product
","Amazing product with mind blowing sound quality.The only area where earphones lack is the noise during phone calls
",5,boAt Rockerz 255
"Very nice ear phones
","Very niceEasily you can listen more than 6 hours of music in mid volume at one charge
",5,boAt Rockerz 255
"Shaking Noise Coming
","While the time of speaking calls its hearing some unwanted noise like shaking noise
",1,boAt Rockerz 255
"Nil
","Nil
",5,boAt Rockerz 255
"Got it free with Huawei y9!!!
","Good for the given price.
",5,boAt Rockerz 255
"Waste of money
","It's a waste product there is no battery standard, I recommend to use boult space headphones.
",1,boAt Rockerz 255
"Good product
","Sounds quality needs to improve, rest things are good.
",4,boAt Rockerz 255
"Not suitable for playing games
","All is good about it. But dont buy it if you wanna play games using wireless. There is delay in sound while playing games like pubg.
",4,boAt Rockerz 255
"Just wow love it
","NO Words for explain this product
",5,boAt Rockerz 255
"Just wow love it
","NO Words for explain this product
",5,boAt Rockerz 255
"Worth of money
","Battery backup is good...
",4,boAt Rockerz 255
"Must go for it...
","Very good quality of product. Sound is vary loud and very good bass.  Sound quality is very good...
",5,boAt Rockerz 255
"Worth buying it
","I'm using it since last 4 months.. Sound quality is awesome.. Battery life is good as a standby it runs whole day...
",5,boAt Rockerz 255
"There is no bass at all and sound disturbence i want to return my order
","Sound disturbence, no bass at all totally it is 👎 it is not good i want my refund please give refund of totally bad
",1,boAt Rockerz 255
"Replace
","We want to replace the product as the product is not working properly and we are facing lot of issues in connecting.
",1,boAt Rockerz 255
"Buy only this if u expecting all in one
","What a fantastic headphones....!!!!charging and bass u feel amazing ever u use other one....!!boat  rocks always....
",5,boAt Rockerz 255
"NicE product
","Range of bluetooth is quite good but tgere seems to be problem when the bluetooth component is covered by something!
",5,boAt Rockerz 255
"Worst product
","I bought it on Dec 20th.... Nt even 4mnths it got repaired.......got disappointed with dis..... Nt worth fr money 🙁
",4,boAt Rockerz 255
"Battery and sound quality too poor.
","Battery and sound quality too poor.
",1,boAt Rockerz 255
"Pls say helpline number or address not working
","Not working automatically disconnected pls tell me help line number☹️☹️☹️☹️
",1,boAt Rockerz 255
"Nice product
","Nice product
",5,boAt Rockerz 255
"Sounds quality
","Superb sounds quality
",4,boAt Rockerz 255
"Ok Ok
","Not good for calling in noisy area.
",3,boAt Rockerz 255
"Sound Quality Just Okay
","Bass Good, But Low Sound
",4,boAt Rockerz 255
"Good BT headphone in budget
","I got this in a super deal at just 1099 and it's performing well as per expectations
",5,boAt Rockerz 255
"🙏🙏🙏🙏🙏🌛🌛🌛
","🙏🙏🙏
",4,boAt Rockerz 255
"Outstanding sound quality
","Really outstanding earphone sound quality like bass is awesome and trouble is low.....budgetable.Thanks
",5,boAt Rockerz 255
"Sound Quality..👍
","Compare to price sound quality is really great.
",4,boAt Rockerz 255
"Superb
","Excellent Sound Quality and Noise cancellation..Delivered on time ..nothing to worry.. Awesome product..Go for it...
",5,boAt Rockerz 255
